dateID,locationID,contentID,NumberNegativeNews,NumberPositiveNews,totalQuantity
1723,4561,17208,1,0,1
1723,5739,17209,0,1,1
1723,1579,17210,1,0,1
1723,10481,17211,1,0,1
1723,10274,17212,1,0,1
1723,14515,17213,1,0,1
1723,9400,17214,1,0,1
1723,23299,17215,1,0,1
1723,22446,17216,0,1,1
1723,24362,17217,1,0,1
1723,18375,17218,1,0,1
1723,22964,17219,1,0,1
1723,10344,17220,0,1,1
1723,23686,17221,0,1,1
1724,12280,17222,1,0,1
1724,21900,17223,1,0,1
1724,15419,17224,1,0,1
1724,17686,17225,0,1,1
1724,11328,17226,1,0,1
1724,21598,17227,0,1,1
1724,27443,17228,1,0,1
1724,13043,17229,0,1,1
1724,9988,17230,1,0,1
1724,20560,17231,0,1,1
1724,23146,17232,0,1,1
1724,19194,17233,1,0,1
1724,23530,17234,1,0,1
1724,8032,17235,1,0,1
1724,13195,17236,1,0,1
1724,12821,17237,0,1,1
1724,21549,17238,1,0,1
1724,8972,17239,0,1,1
1724,17539,17240,1,0,1
1724,2856,17241,0,1,1
1724,2496,17242,0,1,1
1724,23739,17243,0,1,1
1724,11389,17244,1,0,1
1724,6821,17245,1,0,1
1724,5890,17246,1,0,1
1724,14945,17247,1,0,1
1724,26311,17248,1,0,1
1724,7000,17249,1,0,1
1724,27258,17250,1,0,1
1724,14760,17251,1,0,1
1724,16387,17252,1,0,1
1724,1308,17253,1,0,1
1724,27999,17254,1,0,1
1725,15639,17255,1,0,1
1725,18090,17256,0,1,1
1725,641,17257,0,1,1
1725,16118,17258,0,1,1
1725,26892,17259,0,1,1
1725,20941,17260,1,0,1
1725,22600,17261,1,0,1
1725,17462,17262,1,0,1
1725,4899,17263,0,1,1
1725,27568,17264,1,0,1
1725,14047,17265,1,0,1
1725,17167,17266,1,0,1
1725,24300,17267,0,1,1
1725,4776,17268,0,1,1
1725,15649,17269,1,0,1
1725,7328,17270,1,0,1
1725,16726,17271,1,0,1
1725,19166,17272,0,1,1
1725,17226,17273,0,1,1
1725,3539,17274,1,0,1
1725,2413,17275,1,0,1
1725,455,17276,1,0,1
1725,19188,17277,0,1,1
1725,25869,17278,1,0,1
1725,22721,17279,1,0,1
1725,24603,17280,1,0,1
1725,3767,17281,1,0,1
1725,16004,17282,1,0,1
1725,6752,17283,0,1,1
1725,2886,17284,1,0,1
1725,13160,17285,0,1,1
1725,12053,17286,0,1,1
1726,17087,17287,1,0,1
1726,10376,17288,1,0,1
1726,574,17289,0,1,1
1726,2350,17290,1,0,1
1726,18041,17291,1,0,1
1726,6624,17292,1,0,1
1726,3936,17293,0,1,1
1726,6019,17294,0,1,1
1726,11343,17295,0,1,1
1726,11985,17296,0,1,1
1726,18792,17297,1,0,1
1726,18540,17298,1,0,1
1726,10035,17299,1,0,1
1726,16348,17300,1,0,1
1726,21798,17301,1,0,1
1726,25833,17302,1,0,1
1726,11619,17303,1,0,1
1726,397,17304,1,0,1
1726,16548,17305,1,0,1
1726,6753,17306,1,0,1
1726,23481,17307,1,0,1
1726,286,17308,1,0,1
1726,3399,17309,1,0,1
1726,17995,17310,1,0,1
1726,8718,17311,1,0,1
1726,27374,17312,1,0,1
1726,2310,17313,1,0,1
1726,1452,17314,0,1,1
1726,11046,17315,1,0,1
1726,6540,17316,1,0,1
1726,21998,17317,1,0,1
1727,13781,17318,1,0,1
1727,28096,17319,0,1,1
1727,11979,17320,1,0,1
1727,5197,17321,1,0,1
1727,15623,17322,0,1,1
1727,7016,17323,1,0,1
1727,4942,17324,1,0,1
1727,8952,17325,1,0,1
1727,9049,17326,0,1,1
1727,10570,17327,1,0,1
1727,13886,17328,0,1,1
1727,1712,17329,0,1,1
1727,20089,17330,1,0,1
1727,23322,17331,1,0,1
1727,17635,17332,1,0,1
1727,12693,17333,1,0,1
1727,21300,17334,1,0,1
1727,23482,17335,1,0,1
1727,11386,17336,0,1,1
1727,24267,17337,1,0,1
1727,16640,17338,1,0,1
1727,28310,17339,0,1,1
1727,1486,17340,0,1,1
1727,8012,17341,0,1,1
1727,14637,17342,1,0,1
1727,25280,17343,1,0,1
1727,1891,17344,1,0,1
1727,17943,17345,1,0,1
1727,15052,17346,1,0,1
1727,2748,17347,0,1,1
1727,8903,17348,1,0,1
1728,3111,17349,1,0,1
1728,22884,17350,0,1,1
1728,23970,17351,1,0,1
1728,14507,17352,1,0,1
1728,18475,17353,1,0,1
1728,8990,17354,0,1,1
1728,18065,17355,0,1,1
1728,17209,17356,1,0,1
1728,10700,17357,1,0,1
1728,24894,17358,1,0,1
1728,15997,17359,1,0,1
1728,17606,17360,1,0,1
1728,20441,17361,1,0,1
1728,25157,17362,0,1,1
1728,1489,17363,0,1,1
1728,14979,17364,1,0,1
1728,14895,17365,1,0,1
1728,19901,17366,1,0,1
1728,5866,17367,1,0,1
1728,6456,17368,0,1,1
1728,1140,17369,1,0,1
1728,26612,17370,1,0,1
1728,18021,17371,0,1,1
1728,5901,17372,1,0,1
1728,12662,17373,1,0,1
1728,26360,17374,0,1,1
1728,2646,17375,1,0,1
1728,5679,17376,1,0,1
1728,14084,17377,1,0,1
1728,15363,17378,1,0,1
1728,471,17379,1,0,1
1728,20334,17380,0,1,1
1728,18667,17381,0,1,1
1729,8838,17382,0,1,1
1729,5375,17383,1,0,1
1729,16694,17384,0,1,1
1729,22828,17385,1,0,1
1729,5895,17386,1,0,1
1729,15197,17387,1,0,1
1729,18375,17388,1,0,1
1729,668,17389,1,0,1
1729,9146,17390,1,0,1
1729,20878,17391,0,1,1
1729,23694,17392,1,0,1
1729,11735,17393,1,0,1
1729,8606,17394,1,0,1
1729,25084,17395,1,0,1
1729,3286,17396,1,0,1
1729,23216,17397,1,0,1
1729,14772,17398,1,0,1
1729,27198,17399,0,1,1
1729,9322,17400,0,1,1
1729,19979,17401,1,0,1
1729,1954,17402,1,0,1
1729,19307,17403,1,0,1
1729,6450,17404,1,0,1
1729,11856,17405,1,0,1
1729,10640,17406,0,1,1
1729,10390,17407,0,1,1
1729,22032,17408,1,0,1
1729,9615,17409,1,0,1
1729,12440,17410,1,0,1
1729,12770,17411,1,0,1
1730,6088,17412,1,0,1
1730,13289,17413,1,0,1
1730,26388,17414,1,0,1
1730,8246,17415,1,0,1
1730,308,17416,0,1,1
1730,14433,17417,1,0,1
1730,3495,17418,0,1,1
1730,5824,17419,1,0,1
1730,13425,17420,1,0,1
1730,24200,17421,1,0,1
1730,7895,17422,1,0,1
1730,10946,17423,0,1,1
1730,28223,17424,1,0,1
1730,16714,17425,1,0,1
1730,21975,17426,1,0,1
1730,24644,17427,1,0,1
1730,3434,17428,0,1,1
1730,235,17429,1,0,1
1730,18643,17430,1,0,1
1730,21210,17431,0,1,1
1730,20421,17432,1,0,1
1730,3719,17433,0,1,1
1730,2948,17434,0,1,1
1730,20038,17435,0,1,1
1730,14017,17436,1,0,1
1730,16915,17437,1,0,1
1730,3820,17438,0,1,1
1730,3387,17439,1,0,1
1730,3924,17440,1,0,1
1730,19019,17441,0,1,1
1730,20261,17442,0,1,1
1730,7851,17443,1,0,1
1730,8069,17444,0,1,1
1730,13673,17445,0,1,1
1731,11547,17446,1,0,1
1731,7676,17447,1,0,1
1731,17357,17448,1,0,1
1731,15069,17449,1,0,1
1731,19237,17450,1,0,1
1731,26510,17451,1,0,1
1731,27210,17452,1,0,1
1731,649,17453,1,0,1
1731,14267,17454,1,0,1
1731,1419,17455,0,1,1
1731,27124,17456,1,0,1
1731,20799,17457,1,0,1
1731,19669,17458,1,0,1
1731,17484,17459,0,1,1
1731,21152,17460,1,0,1
1731,14772,17461,0,1,1
1731,24340,17462,1,0,1
1731,23142,17463,0,1,1
1731,27233,17464,1,0,1
1731,24779,17465,1,0,1
1731,23621,17466,1,0,1
1731,6215,17467,0,1,1
1731,19242,17468,0,1,1
1731,10179,17469,0,1,1
1731,17621,17470,1,0,1
1731,17267,17471,1,0,1
1731,15127,17472,0,1,1
1731,17430,17473,1,0,1
1731,19203,17474,1,0,1
1731,16703,17475,1,0,1
1731,23850,17476,1,0,1
1731,15969,17477,0,1,1
1731,8451,17478,1,0,1
1731,9357,17479,1,0,1
1731,12858,17480,1,0,1
1731,1055,17481,1,0,1
1731,6544,17482,0,1,1
1731,23603,17483,0,1,1
1732,27059,17484,0,1,1
1732,8397,17485,0,1,1
1732,16462,17486,1,0,1
1732,13447,17487,0,1,1
1732,14466,17488,1,0,1
1732,26286,17489,1,0,1
1732,9915,17490,0,1,1
1732,17822,17491,1,0,1
1732,9234,17492,1,0,1
1732,7622,17493,1,0,1
1732,20105,17494,1,0,1
1732,3544,17495,0,1,1
1732,16802,17496,1,0,1
1732,7230,17497,1,0,1
1732,19279,17498,1,0,1
1732,20572,17499,0,1,1
1732,6856,17500,1,0,1
1732,9700,17501,1,0,1
1732,23929,17502,0,1,1
1732,9364,17503,1,0,1
1732,13069,17504,0,1,1
1732,2151,17505,1,0,1
1732,19575,17506,0,1,1
1732,19808,17507,0,1,1
1732,27979,17508,1,0,1
1732,3954,17509,0,1,1
1732,27516,17510,1,0,1
1732,10210,17511,1,0,1
1732,18646,17512,0,1,1
1732,18712,17513,0,1,1
1732,17402,17514,0,1,1
1732,11870,17515,0,1,1
1732,17248,17516,0,1,1
1732,24094,17517,0,1,1
1732,20500,17518,1,0,1
1732,4692,17519,0,1,1
1732,1778,17520,0,1,1
1732,14181,17521,1,0,1
1732,17368,17522,1,0,1
1732,7708,17523,0,1,1
1732,192,17524,0,1,1
1732,6067,17525,0,1,1
1732,3805,17526,0,1,1
1732,12709,17527,1,0,1
1732,8019,17528,0,1,1
1732,26535,17529,0,1,1
1732,13320,17530,1,0,1
1732,20547,17531,0,1,1
1732,7183,17532,0,1,1
1732,7288,17533,1,0,1
1732,18136,17534,0,1,1
1732,3229,17535,1,0,1
1732,24609,17536,0,1,1
1732,11795,17537,1,0,1
1732,2544,17538,0,1,1
1732,25356,17539,1,0,1
1732,25659,17540,1,0,1
1732,14862,17541,0,1,1
1732,19975,17542,0,1,1
1732,26543,17543,0,1,1
1732,4403,17544,0,1,1
1732,171,17545,1,0,1
1732,10277,17546,0,1,1
1732,6646,17547,0,1,1
1733,19442,17548,0,1,1
1733,19303,17549,1,0,1
1733,10992,17550,0,1,1
1733,2949,17551,1,0,1
1733,12161,17552,0,1,1
1733,23332,17553,1,0,1
1733,8615,17554,1,0,1
1733,15763,17555,1,0,1
1733,14395,17556,1,0,1
1733,7089,17557,0,1,1
1733,26609,17558,0,1,1
1733,23496,17559,1,0,1
1733,6658,17560,0,1,1
1733,24605,17561,1,0,1
1733,28276,17562,0,1,1
1733,8824,17563,1,0,1
1733,16356,17564,1,0,1
1733,22808,17565,0,1,1
1733,18534,17566,1,0,1
1733,24602,17567,0,1,1
1733,11562,17568,1,0,1
1733,10615,17569,0,1,1
1733,10466,17570,1,0,1
1733,24205,17571,0,1,1
1733,24685,17572,0,1,1
1733,2697,17573,1,0,1
1733,10475,17574,1,0,1
1733,10263,17575,1,0,1
1733,12807,17576,1,0,1
1733,28213,17577,0,1,1
1733,19458,17578,1,0,1
1733,11760,17579,1,0,1
1733,19205,17580,0,1,1
1733,22719,17581,1,0,1
1733,19985,17582,1,0,1
1733,6025,17583,1,0,1
1734,5858,17584,0,1,1
1734,7552,17585,1,0,1
1734,26532,17586,1,0,1
1734,22729,17587,0,1,1
1734,12523,17588,1,0,1
1734,1593,17589,1,0,1
1734,22050,17590,1,0,1
1734,10593,17591,1,0,1
1734,17684,17592,1,0,1
1734,28201,17593,1,0,1
1734,24181,17594,1,0,1
1734,8250,17595,0,1,1
1734,4595,17596,0,1,1
1734,23768,17597,1,0,1
1734,14965,17598,0,1,1
1734,1022,17599,0,1,1
1734,8432,17600,1,0,1
1734,15361,17601,1,0,1
1734,19171,17602,1,0,1
1734,6653,17603,0,1,1
1734,9145,17604,1,0,1
1734,3237,17605,0,1,1
1734,4676,17606,0,1,1
1734,8713,17607,0,1,1
1734,9608,17608,0,1,1
1734,8332,17609,1,0,1
1734,10775,17610,1,0,1
1734,28086,17611,0,1,1
1734,11497,17612,0,1,1
1734,19772,17613,0,1,1
1734,21384,17614,1,0,1
1734,20667,17615,1,0,1
1734,12799,17616,1,0,1
1734,12865,17617,0,1,1
1734,22652,17618,1,0,1
1734,17794,17619,0,1,1
1734,13024,17620,0,1,1
1734,24390,17621,0,1,1
1734,12366,17622,1,0,1
1734,7821,17623,1,0,1
1734,21875,17624,1,0,1
1734,2266,17625,1,0,1
1734,17314,17626,0,1,1
1735,15756,17627,0,1,1
1735,8498,17628,1,0,1
1735,2367,17629,0,1,1
1735,18571,17630,1,0,1
1735,20664,17631,1,0,1
1735,10127,17632,1,0,1
1735,11846,17633,1,0,1
1735,22580,17634,1,0,1
1735,26602,17635,1,0,1
1735,9778,17636,1,0,1
1735,22723,17637,1,0,1
1735,17985,17638,1,0,1
1735,24798,17639,1,0,1
1735,21919,17640,1,0,1
1735,860,17641,0,1,1
1735,16732,17642,0,1,1
1735,12583,17643,1,0,1
1735,26433,17644,1,0,1
1735,9817,17645,1,0,1
1735,589,17646,0,1,1
1735,24465,17647,1,0,1
1735,14156,17648,1,0,1
1735,4781,17649,0,1,1
1735,4287,17650,1,0,1
1735,18063,17651,0,1,1
1735,17334,17652,1,0,1
1735,6616,17653,1,0,1
1735,18821,17654,1,0,1
1735,16420,17655,1,0,1
1735,6843,17656,0,1,1
1735,21522,17657,1,0,1
1735,6705,17658,0,1,1
1735,9988,17659,1,0,1
1735,21870,17660,1,0,1
1735,1567,17661,1,0,1
1735,27167,17662,0,1,1
1735,16089,17663,0,1,1
1735,24621,17664,1,0,1
1735,26942,17665,1,0,1
1735,28231,17666,0,1,1
1735,16923,17667,0,1,1
1735,21020,17668,1,0,1
1736,5028,17669,1,0,1
1736,12686,17670,1,0,1
1736,8313,17671,1,0,1
1736,25229,17672,1,0,1
1736,756,17673,1,0,1
1736,20188,17674,1,0,1
1736,18610,17675,1,0,1
1736,24134,17676,0,1,1
1736,5777,17677,1,0,1
1736,7851,17678,1,0,1
1736,24393,17679,0,1,1
1736,15431,17680,0,1,1
1736,28209,17681,1,0,1
1736,17413,17682,0,1,1
1736,6131,17683,0,1,1
1736,17071,17684,1,0,1
1736,19623,17685,1,0,1
1736,15255,17686,1,0,1
1736,6688,17687,1,0,1
1736,9458,17688,1,0,1
1736,22881,17689,0,1,1
1736,15704,17690,1,0,1
1736,16387,17691,0,1,1
1736,7804,17692,1,0,1
1736,19639,17693,0,1,1
1736,2252,17694,1,0,1
1736,543,17695,0,1,1
1736,16826,17696,1,0,1
1736,27252,17697,1,0,1
1736,2020,17698,1,0,1
1736,4994,17699,0,1,1
1736,13363,17700,1,0,1
1736,8047,17701,1,0,1
1736,7545,17702,0,1,1
1736,15410,17703,1,0,1
1736,2879,17704,0,1,1
1736,16271,17705,1,0,1
1736,485,17706,1,0,1
1736,10949,17707,1,0,1
1736,13,17708,1,0,1
1736,11126,17709,1,0,1
1736,17266,17710,1,0,1
1736,2351,17711,1,0,1
1736,12196,17712,0,1,1
1736,3136,17713,1,0,1
1736,10921,17714,1,0,1
1737,12432,17715,1,0,1
1737,5556,17716,1,0,1
1737,19,17717,1,0,1
1737,16335,17718,1,0,1
1737,18253,17719,1,0,1
1737,14563,17720,0,1,1
1737,6021,17721,1,0,1
1737,4037,17722,0,1,1
1737,16553,17723,0,1,1
1737,20673,17724,0,1,1
1737,11113,17725,0,1,1
1737,25775,17726,1,0,1
1737,27361,17727,0,1,1
1737,26757,17728,0,1,1
1737,452,17729,1,0,1
1737,18549,17730,0,1,1
1737,19282,17731,0,1,1
1737,9551,17732,1,0,1
1737,21845,17733,1,0,1
1737,8966,17734,1,0,1
1737,22687,17735,0,1,1
1737,2095,17736,1,0,1
1737,26633,17737,1,0,1
1737,6238,17738,1,0,1
1737,22177,17739,1,0,1
1737,23794,17740,1,0,1
1737,16144,17741,1,0,1
1737,1428,17742,1,0,1
1737,25942,17743,1,0,1
1737,12133,17744,1,0,1
1737,7991,17745,1,0,1
1737,24465,17746,1,0,1
1737,7185,17747,1,0,1
1737,15411,17748,1,0,1
1737,826,17749,1,0,1
1738,10536,17750,1,0,1
1738,10780,17751,0,1,1
1738,27701,17752,1,0,1
1738,20643,17753,1,0,1
1738,3399,17754,1,0,1
1738,16820,17755,1,0,1
1738,16645,17756,1,0,1
1738,8094,17757,0,1,1
1738,880,17758,1,0,1
1738,3569,17759,1,0,1
1738,26395,17760,0,1,1
1738,2854,17761,1,0,1
1738,26202,17762,1,0,1
1738,25818,17763,1,0,1
1738,22461,17764,1,0,1
1738,13668,17765,1,0,1
1738,21702,17766,0,1,1
1738,4037,17767,1,0,1
1738,9433,17768,0,1,1
1738,20553,17769,1,0,1
1738,16633,17770,0,1,1
1738,19154,17771,1,0,1
1738,23620,17772,1,0,1
1738,2531,17773,1,0,1
1738,24978,17774,0,1,1
1738,22482,17775,1,0,1
1738,5871,17776,0,1,1
1738,18329,17777,1,0,1
1738,26719,17778,1,0,1
1738,14346,17779,0,1,1
1738,20084,17780,1,0,1
1738,7629,17781,1,0,1
1738,21652,17782,0,1,1
1738,19309,17783,1,0,1
1738,3610,17784,0,1,1
1738,4029,17785,0,1,1
1739,15389,17786,1,0,1
1739,5854,17787,1,0,1
1739,15085,17788,1,0,1
1739,12302,17789,0,1,1
1739,23561,17790,1,0,1
1739,26106,17791,1,0,1
1739,6477,17792,1,0,1
1739,21299,17793,0,1,1
1739,18215,17794,1,0,1
1739,7270,17795,0,1,1
1739,10086,17796,0,1,1
1739,23452,17797,1,0,1
1739,10966,17798,1,0,1
1739,13295,17799,0,1,1
1739,24843,17800,1,0,1
1739,9495,17801,1,0,1
1739,17424,17802,1,0,1
1739,3095,17803,1,0,1
1739,23077,17804,1,0,1
1739,2354,17805,1,0,1
1739,3420,17806,0,1,1
1739,22215,17807,1,0,1
1739,17604,17808,0,1,1
1739,7882,17809,1,0,1
1739,3190,17810,1,0,1
1739,12912,17811,1,0,1
1739,3283,17812,1,0,1
1739,24458,17813,1,0,1
1739,24730,17814,1,0,1
1739,2767,17815,1,0,1
1739,26451,17816,1,0,1
1739,15698,17817,0,1,1
1740,21297,17818,1,0,1
1740,15691,17819,1,0,1
1740,11289,17820,0,1,1
1740,22944,17821,1,0,1
1740,17555,17822,1,0,1
1740,6196,17823,1,0,1
1740,894,17824,1,0,1
1740,8395,17825,0,1,1
1740,7502,17826,1,0,1
1740,3086,17827,1,0,1
1740,6146,17828,1,0,1
1740,18359,17829,1,0,1
1740,24349,17830,1,0,1
1740,4283,17831,1,0,1
1740,7616,17832,1,0,1
1740,18499,17833,1,0,1
1740,5194,17834,1,0,1
1740,6949,17835,1,0,1
1740,21719,17836,0,1,1
1740,18552,17837,1,0,1
1740,7306,17838,1,0,1
1740,9121,17839,1,0,1
1740,24375,17840,1,0,1
1740,15558,17841,1,0,1
1740,27555,17842,0,1,1
1740,6972,17843,0,1,1
1740,7184,17844,1,0,1
1740,22050,17845,0,1,1
1740,25614,17846,1,0,1
1740,21872,17847,1,0,1
1740,13052,17848,0,1,1
1740,24307,17849,1,0,1
1740,19192,17850,1,0,1
1740,14329,17851,1,0,1
1740,3552,17852,1,0,1
1740,13695,17853,0,1,1
1740,21238,17854,1,0,1
1740,788,17855,1,0,1
1740,16158,17856,1,0,1
1740,27830,17857,0,1,1
1740,1228,17858,0,1,1
1741,11469,17859,1,0,1
1741,19310,17860,1,0,1
1741,26987,17861,1,0,1
1741,26102,17862,0,1,1
1741,18899,17863,1,0,1
1741,5216,17864,1,0,1
1741,23244,17865,1,0,1
1741,15506,17866,1,0,1
1741,28086,17867,0,1,1
1741,13443,17868,1,0,1
1741,24909,17869,1,0,1
1741,10133,17870,1,0,1
1741,12558,17871,0,1,1
1741,5502,17872,1,0,1
1741,5597,17873,0,1,1
1741,15798,17874,0,1,1
1741,10512,17875,1,0,1
1741,8902,17876,0,1,1
1741,5741,17877,1,0,1
1741,19147,17878,1,0,1
1741,26334,17879,1,0,1
1741,16543,17880,1,0,1
1741,24827,17881,1,0,1
1741,26882,17882,1,0,1
1741,22419,17883,1,0,1
1741,405,17884,1,0,1
1741,28061,17885,1,0,1
1741,2501,17886,1,0,1
1741,7590,17887,1,0,1
1741,6373,17888,1,0,1
1742,22711,17889,1,0,1
1742,12072,17890,1,0,1
1742,27011,17891,1,0,1
1742,5496,17892,1,0,1
1742,8734,17893,1,0,1
1742,10271,17894,1,0,1
1742,21232,17895,1,0,1
1742,19935,17896,1,0,1
1742,19891,17897,1,0,1
1742,19178,17898,1,0,1
1742,19662,17899,1,0,1
1742,13273,17900,1,0,1
1742,12337,17901,0,1,1
1742,14352,17902,1,0,1
1742,15763,17903,1,0,1
1742,20420,17904,1,0,1
1742,20873,17905,1,0,1
1742,8634,17906,1,0,1
1742,8884,17907,1,0,1
1742,15616,17908,1,0,1
1742,19084,17909,1,0,1
1742,21705,17910,0,1,1
1742,10790,17911,1,0,1
1743,24248,17912,1,0,1
1743,27610,17913,1,0,1
1743,24084,17914,0,1,1
1743,1273,17915,1,0,1
1743,25436,17916,1,0,1
1743,22179,17917,0,1,1
1743,21704,17918,1,0,1
1743,5333,17919,1,0,1
1743,22019,17920,1,0,1
1743,18375,17921,1,0,1
1743,26144,17922,1,0,1
1743,8982,17923,0,1,1
1743,23266,17924,1,0,1
1743,12582,17925,1,0,1
1743,22165,17926,1,0,1
1743,934,17927,0,1,1
1743,2834,17928,0,1,1
1743,7240,17929,1,0,1
1743,15684,17930,1,0,1
1743,7860,17931,1,0,1
1743,10090,17932,1,0,1
1743,15108,17933,1,0,1
1743,21005,17934,0,1,1
1743,24681,17935,0,1,1
1743,5175,17936,0,1,1
1743,25161,17937,0,1,1
1744,11718,17938,1,0,1
1744,25184,17939,1,0,1
1744,15961,17940,1,0,1
1744,10259,17941,0,1,1
1744,27791,17942,1,0,1
1744,6888,17943,1,0,1
1744,25822,17944,1,0,1
1744,1688,17945,1,0,1
1744,6573,17946,0,1,1
1744,14945,17947,0,1,1
1744,5598,17948,0,1,1
1744,8759,17949,1,0,1
1744,8458,17950,1,0,1
1744,13786,17951,1,0,1
1744,2974,17952,1,0,1
1744,10452,17953,0,1,1
1744,8406,17954,1,0,1
1744,9497,17955,0,1,1
1744,9050,17956,1,0,1
1744,22244,17957,0,1,1
1744,6543,17958,0,1,1
1744,6382,17959,1,0,1
1744,27348,17960,1,0,1
1744,17200,17961,1,0,1
1744,24237,17962,1,0,1
1744,11835,17963,1,0,1
1744,4983,17964,1,0,1
1744,10675,17965,0,1,1
1744,21840,17966,1,0,1
1744,4975,17967,0,1,1
1744,16825,17968,0,1,1
1744,26166,17969,1,0,1
1744,20884,17970,1,0,1
1744,22573,17971,1,0,1
1745,26345,17972,1,0,1
1745,922,17973,1,0,1
1745,14392,17974,0,1,1
1745,944,17975,1,0,1
1745,39,17976,1,0,1
1745,17873,17977,1,0,1
1745,3794,17978,1,0,1
1745,24921,17979,1,0,1
1745,19401,17980,1,0,1
1745,2378,17981,1,0,1
1745,4348,17982,1,0,1
1745,332,17983,0,1,1
1745,21188,17984,1,0,1
1745,11865,17985,1,0,1
1745,9585,17986,1,0,1
1745,1408,17987,1,0,1
1745,21792,17988,1,0,1
1745,21491,17989,1,0,1
1745,16112,17990,1,0,1
1745,1872,17991,1,0,1
1745,14076,17992,1,0,1
1745,8520,17993,1,0,1
1745,24684,17994,1,0,1
1745,26219,17995,1,0,1
1745,1813,17996,1,0,1
1745,24293,17997,1,0,1
1745,23966,17998,1,0,1
1745,13254,17999,1,0,1
1745,23922,18000,0,1,1
1745,19343,18001,1,0,1
1745,9219,18002,1,0,1
1745,27853,18003,1,0,1
1745,9317,18004,1,0,1
1745,15474,18005,1,0,1
1745,7686,18006,0,1,1
1746,18562,18007,1,0,1
1746,15331,18008,1,0,1
1746,27809,18009,1,0,1
1746,17207,18010,1,0,1
1746,20281,18011,1,0,1
1746,19770,18012,1,0,1
1746,7619,18013,0,1,1
1746,23545,18014,1,0,1
1746,25105,18015,0,1,1
1746,20562,18016,0,1,1
1746,16841,18017,1,0,1
1746,26393,18018,1,0,1
1746,18320,18019,1,0,1
1746,3903,18020,0,1,1
1746,11532,18021,1,0,1
1746,27902,18022,0,1,1
1746,19262,18023,1,0,1
1746,9959,18024,1,0,1
1746,14966,18025,1,0,1
1746,17723,18026,1,0,1
1746,14454,18027,1,0,1
1746,22707,18028,0,1,1
1746,7845,18029,1,0,1
1746,27435,18030,1,0,1
1746,8307,18031,1,0,1
1746,10212,18032,1,0,1
1746,3065,18033,1,0,1
1746,25943,18034,1,0,1
1746,26214,18035,1,0,1
1746,13044,18036,0,1,1
1746,17307,18037,1,0,1
1746,10082,18038,0,1,1
1747,7573,18039,1,0,1
1747,27080,18040,1,0,1
1747,5929,18041,1,0,1
1747,9784,18042,0,1,1
1747,8783,18043,1,0,1
1747,12290,18044,1,0,1
1747,17048,18045,0,1,1
1747,10780,18046,0,1,1
1747,17452,18047,1,0,1
1747,6520,18048,1,0,1
1747,18051,18049,1,0,1
1747,27025,18050,0,1,1
1747,17064,18051,0,1,1
1747,3536,18052,1,0,1
1747,27038,18053,1,0,1
1747,4474,18054,0,1,1
1747,16131,18055,1,0,1
1747,4030,18056,0,1,1
1747,27050,18057,1,0,1
1747,6098,18058,0,1,1
1747,3770,18059,1,0,1
1747,12691,18060,0,1,1
1747,5115,18061,1,0,1
1747,15004,18062,0,1,1
1747,21456,18063,1,0,1
1747,24300,18064,1,0,1
1747,2868,18065,1,0,1
1748,2039,18066,0,1,1
1748,8265,18067,1,0,1
1748,9739,18068,1,0,1
1748,3528,18069,1,0,1
1748,20559,18070,1,0,1
1748,8610,18071,1,0,1
1748,16959,18072,1,0,1
1748,9850,18073,1,0,1
1748,5237,18074,1,0,1
1748,11081,18075,1,0,1
1748,20326,18076,0,1,1
1748,3788,18077,1,0,1
1748,19218,18078,0,1,1
1748,26846,18079,1,0,1
1748,3748,18080,0,1,1
1748,13065,18081,1,0,1
1748,24761,18082,0,1,1
1748,21763,18083,1,0,1
1748,5693,18084,1,0,1
1748,2580,18085,1,0,1
1748,6124,18086,0,1,1
1748,7481,18087,1,0,1
1748,1555,18088,0,1,1
1748,23656,18089,1,0,1
1748,2314,18090,1,0,1
1748,19426,18091,1,0,1
1748,2655,18092,1,0,1
1748,17069,18093,1,0,1
1748,16852,18094,1,0,1
1748,23785,18095,1,0,1
1748,8418,18096,0,1,1
1748,25405,18097,1,0,1
1749,14146,18098,1,0,1
1749,11342,18099,1,0,1
1749,5131,18100,0,1,1
1749,6021,18101,1,0,1
1749,10818,18102,0,1,1
1749,12591,18103,1,0,1
1749,27208,18104,1,0,1
1749,3838,18105,1,0,1
1749,7783,18106,0,1,1
1749,765,18107,0,1,1
1749,22581,18108,1,0,1
1749,5507,18109,0,1,1
1749,5963,18110,1,0,1
1749,17642,18111,1,0,1
1749,18134,18112,0,1,1
1749,944,18113,1,0,1
1749,26252,18114,1,0,1
1749,3893,18115,1,0,1
1749,989,18116,1,0,1
1750,11956,18117,1,0,1
1750,10530,18118,1,0,1
1750,20392,18119,1,0,1
1750,21995,18120,0,1,1
1750,14348,18121,1,0,1
1750,17751,18122,1,0,1
1750,260,18123,1,0,1
1750,19457,18124,1,0,1
1750,15295,18125,0,1,1
1750,23211,18126,1,0,1
1750,16155,18127,1,0,1
1750,25932,18128,1,0,1
1750,10824,18129,0,1,1
1750,19831,18130,0,1,1
1750,5648,18131,1,0,1
1750,5870,18132,1,0,1
1750,17243,18133,1,0,1
1750,21961,18134,0,1,1
1750,23242,18135,1,0,1
1750,16004,18136,0,1,1
1750,784,18137,1,0,1
1750,28017,18138,0,1,1
1750,915,18139,0,1,1
1751,17606,18140,1,0,1
